WIP,REV NO ,BOM_days,정상,준긴급,최소,LT부족,WO미발행,기타,설계(REV),설계문제,설계보류,자재문제,제작지연,품질문제,CN,CS,DSS,HSCS,LTCS,NA,SDSS,SS,TN,DIA,Joint 수,중량,두께,(주)성광테크,(주)해성기업,대림기업,부흥,삼성중공업(주)거제,삼성중공업_해)의장1부(내부용),삼성중공업_해)의장2부의장4과(내부용,성일SIM함안공장,칠서피앤에스,피앤엘,납품기준일-WO일,Process day(제작반출일-WO일)
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,0,25.920 ,8.74,0,0,0,0,0,0,0,1,0,0,61,51
424,1,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,6,30.188 ,11.13,0,0,0,0,0,0,0,1,0,0,61,72
424,1,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,3,39.213 ,11.13,0,0,0,0,0,0,0,1,0,0,61,58
88,1,51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.000 ,3,43.937 ,6.02,0,0,0,1,0,0,0,0,0,0,61,65
424,1,63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,3,13.892 ,8.74,0,0,0,0,0,0,0,1,0,0,61,36
424,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,2,38.993 ,8.74,0,0,0,0,0,0,0,1,0,0,61,51
424,0,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,1,82.634 ,8.56,0,0,0,0,0,0,0,1,0,0,61,51
424,0,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.000 ,2,75.171 ,15.9,0,0,0,0,0,0,0,1,0,0,61,56
424,0,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,2,41.960 ,10.97,0,0,0,0,0,0,0,1,0,0,61,41
424,0,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,2,17.833 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
424,0,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,2,17.833 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
424,0,72,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,2,20.117 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
424,0,72,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,2,20.117 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
424,1,105,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,4,25.910 ,11.13,0,0,0,0,0,0,0,1,0,0,61,72
165,0,42,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,2,14.630 ,11.13,1,0,0,0,0,0,0,0,0,0,61,30
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,5,55.729 ,11.13,1,0,0,0,0,0,0,0,0,0,61,37
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,6,64.597 ,11.13,0,0,0,0,0,0,0,1,0,0,61,75
424,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,2,27.589 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,8,132.735 ,7.04,0,0,0,0,0,0,0,1,0,0,61,47
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.000 ,2,62.424 ,7.8,0,0,0,0,0,0,0,1,0,0,61,56
424,0,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,4,30.693 ,8.74,0,0,0,0,0,0,0,1,0,0,61,36
424,3,222,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,8,57.559 ,11.13,0,0,0,0,0,0,0,1,0,0,61,196
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,7,49.249 ,11.13,0,0,0,0,0,0,0,1,0,0,61,63
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,3,104.168 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
424,1,55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,3,70.540 ,7.04,0,0,0,0,0,0,0,1,0,0,61,47
424,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,0,36.817 ,7.04,0,0,0,0,0,0,0,1,0,0,61,43
424,1,57,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,1,83.055 ,7.04,0,0,0,0,0,0,0,1,0,0,61,41
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,6,91.961 ,7.11,0,0,0,0,0,0,0,1,0,0,61,47
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,4,160.623 ,7.11,0,0,0,0,0,0,0,0,1,0,61,56
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.000 ,1,68.799 ,4.19,0,0,0,0,0,0,0,0,1,0,61,27
1287,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.000 ,1,118.560 ,4.57,0,0,0,0,0,0,0,0,1,0,61,55
1287,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.000 ,1,78.370 ,4.57,0,0,0,0,0,0,0,0,1,0,61,50
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.000 ,3,128.335 ,4.78,0,0,0,0,0,0,0,0,1,0,61,30
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,2,17.833 ,11.13,1,0,0,0,0,0,0,0,0,0,61,30
424,1,91,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,2,35.288 ,10.97,0,0,0,0,0,0,0,1,0,0,61,68
424,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,3,164.582 ,7.11,0,0,0,0,0,0,0,1,0,0,61,56
424,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,3,177.075 ,7.11,0,0,0,0,0,0,0,1,0,0,61,56
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,2,51.442 ,7.11,0,0,0,0,0,0,0,1,0,0,61,56
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,2,52.659 ,12.7,0,0,0,0,0,0,0,1,0,0,61,47
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,5,81.609 ,11.13,0,0,0,0,0,0,0,1,0,0,61,68
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,5,58.982 ,11.13,1,0,0,0,0,0,0,0,0,0,61,36
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,6,40.073 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,4,80.908 ,11.13,0,0,0,0,0,0,0,1,0,0,61,56
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,6,49.360 ,11.13,1,0,0,0,0,0,0,0,0,0,61,36
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,5,105.720 ,12.7,1,0,0,0,0,0,0,0,0,0,61,90
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,5,105.720 ,12.7,0,0,0,0,0,0,0,1,0,0,61,79
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.000 ,12,801.430 ,6.35,0,0,0,0,0,0,0,0,1,0,61,48
15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,16.372 ,3,0,0,0,0,1,0,0,0,0,0,40,36
1287,0,103,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.000 ,6,13.292 ,5.54,0,0,0,0,0,0,0,0,1,0,20,29
1287,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.000 ,3,59.263 ,6.55,0,0,0,0,0,0,0,0,1,0,48,29
15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,27.342 ,3,0,0,0,0,1,0,0,0,0,0,35,23
1287,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.000 ,2,61.673 ,6.55,0,0,0,0,0,0,0,0,1,0,35,38
1287,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.000 ,6,86.655 ,6.55,0,0,0,0,0,0,0,0,1,0,35,41
15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,37.168 ,3,0,0,0,0,1,0,0,0,0,0,42,36
88,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,3,27.138 ,7.62,0,0,0,1,0,0,0,0,0,0,42,63
88,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,3,27.827 ,7.62,0,0,0,1,0,0,0,0,0,0,42,61
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.000 ,4,10.511 ,5.54,0,0,0,0,0,0,0,0,1,0,42,29
15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,32.548 ,3,0,0,0,0,1,0,0,0,0,0,40,36
15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,30.802 ,3,0,0,0,0,1,0,0,0,0,0,40,36
15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,32.548 ,3,0,0,0,0,1,0,0,0,0,0,40,36
163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,9,32.409 ,3,0,0,0,0,0,0,0,0,0,1,48,37
1287,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.000 ,7,6.906 ,4.55,0,0,0,0,0,0,0,0,1,0,48,27
163,1,47,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,10,33.749 ,3,0,0,0,0,0,0,0,0,0,1,48,37
163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,6,40.332 ,3,0,0,0,0,0,0,0,0,0,1,48,40
163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,7,96.717 ,4.5,0,0,0,0,0,0,0,0,0,1,48,29
1287,1,43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.000 ,3,33.368 ,5.54,0,0,0,0,0,0,0,0,1,0,20,27
163,1,28,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,6,28.284 ,3,0,0,0,0,0,0,0,0,0,1,50,42
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,9.658 ,2.5,0,0,0,0,0,0,0,0,0,1,56,27
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,25.918 ,3,0,0,0,0,1,0,0,0,0,0,56,34
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,8.315 ,2.5,0,0,0,0,1,0,0,0,0,0,56,21
392,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,9.151 ,2.5,0,0,0,0,0,0,0,0,0,1,56,35
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,5,17.108 ,2.5,0,0,0,0,0,0,0,0,0,1,56,38
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7,1.949 ,2.5,0,0,0,0,0,0,0,0,0,1,56,40
392,0,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,11,41.460 ,3.5,0,0,0,0,0,0,0,0,0,1,56,45
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0.771 ,2.5,0,0,0,0,0,0,0,0,0,1,56,29
392,2,14,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1.350 ,2.5,0,0,0,0,0,0,0,0,0,1,56,29
184,1,14,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0.912 ,2.5,0,0,0,0,1,0,0,0,0,0,56,48
392,1,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,2,59.263 ,4.5,0,0,0,0,0,0,0,0,0,1,56,29
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.000 ,1,33.860 ,8.74,0,0,0,0,0,0,0,0,1,0,56,56
664,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,2,5.919 ,8.74,0,0,0,0,0,0,0,1,0,0,56,45
1556,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,2,5.930 ,8.74,0,0,0,0,0,0,0,0,1,0,56,54
392,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,2,5.930 ,8.74,1,0,0,0,0,0,0,0,0,0,56,46
664,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,2,5.930 ,8.74,0,0,0,0,0,0,0,1,0,0,56,45
664,1,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.000 ,5,259.171 ,10.31,0,0,0,0,0,0,0,1,0,0,56,80
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12.000 ,5,281.557 ,10.31,1,0,0,0,0,0,0,0,0,0,56,26
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12.000 ,5,281.557 ,10.31,0,0,0,0,0,0,0,1,0,0,56,80
1556,1,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.000 ,5,259.171 ,10.31,0,0,0,0,0,0,0,0,1,0,56,68
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.000 ,3,5.377 ,6.35,0,0,0,0,0,0,0,0,1,0,56,66
1556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,3,32.871 ,8.74,0,0,0,0,0,0,0,0,1,0,56,56
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.000 ,5,6.210 ,6.35,1,0,0,0,0,0,0,0,0,0,56,31
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.000 ,2,148.864 ,7.8,0,0,0,0,0,0,0,0,1,0,56,54
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.000 ,4,108.142 ,7.8,0,0,0,0,0,0,0,0,1,0,56,50
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.000 ,5,170.779 ,7.8,0,0,0,0,0,0,0,1,0,0,56,49
392,1,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.000 ,5,274.113 ,10.31,1,0,0,0,0,0,0,0,0,0,56,32
392,1,56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.000 ,7,375.076 ,8.38,1,0,0,0,0,0,0,0,0,0,56,32
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.000 ,4,213.262 ,11.31,0,0,0,0,0,0,0,0,1,0,56,66
1556,1,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.000 ,2,144.386 ,7.92,0,0,0,0,0,0,0,0,1,0,56,61
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.000 ,4,4.329 ,6.35,0,0,0,0,0,0,0,1,0,0,56,49
664,0,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.000 ,6,8.254 ,6.35,0,0,0,0,0,0,0,1,0,0,56,49
392,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20.000 ,6,1364.467 ,15.09,1,0,0,0,0,0,0,0,0,0,56,31
392,0,168,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.000 ,1,26.761 ,8.74,1,0,0,0,0,0,0,0,0,0,56,31
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.000 ,2,21.398 ,8.74,1,0,0,0,0,0,0,0,0,0,56,52
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.000 ,2,16.221 ,8.74,0,0,0,0,0,0,0,1,0,0,56,45
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.000 ,2,18.132 ,8.74,0,0,0,0,0,0,0,0,1,0,56,63
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.000 ,2,13.510 ,8.74,1,0,0,0,0,0,0,0,0,0,56,43
392,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.000 ,2,9.863 ,11.13,1,0,0,0,0,0,0,0,0,0,56,28
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.000 ,3,13.863 ,11.13,1,0,0,0,0,0,0,0,0,0,56,34
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.000 ,3,13.863 ,11.13,0,0,0,0,0,0,0,1,0,0,56,54
664,1,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.000 ,18,57.781 ,7.04,0,0,0,0,0,0,0,1,0,0,56,88
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.000 ,2,63.505 ,8.18,0,0,0,0,0,0,0,1,0,0,56,54
664,0,119,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,4,134.213 ,12.7,0,0,0,0,0,0,0,1,0,0,20,70
392,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.000 ,7,127.647 ,7.04,1,0,0,0,0,0,0,0,0,0,56,31
1556,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.000 ,1,64.371 ,7.8,0,0,0,0,0,0,0,0,1,0,56,54
664,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.000 ,1,22.579 ,7.62,0,0,0,0,0,0,0,1,0,0,56,49
392,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.000 ,2,85.819 ,7.04,1,0,0,0,0,0,0,0,0,0,56,25
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.000 ,4,10.114 ,6.35,1,0,0,0,0,0,0,0,0,0,56,31
664,1,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,5,25.123 ,7.62,0,0,0,0,0,0,0,1,0,0,56,67
392,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,4,29.417 ,8.56,1,0,0,0,0,0,0,0,0,0,56,32
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.000 ,2,63.227 ,7.04,0,0,0,0,0,0,0,1,0,0,56,54
392,0,119,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,6,47.261 ,8.74,1,0,0,0,0,0,0,0,0,0,20,31
1556,2,137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.750 ,3,2.887 ,5.56,0,0,0,0,0,0,0,0,1,0,20,54
664,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.000 ,3,92.598 ,8.18,0,0,0,0,0,0,0,1,0,0,56,54
392,0,85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,4,24.711 ,7.62,1,0,0,0,0,0,0,0,0,0,20,26
107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.000 ,3,7.009 ,4.55,0,0,0,0,0,0,1,0,0,0,56,26
107,1,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,3,5.444 ,4.55,0,0,0,0,0,0,1,0,0,0,56,34
107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.000 ,3,5.059 ,4.55,0,0,0,0,0,0,1,0,0,0,56,26
107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,3,4.414 ,4.55,0,0,0,0,0,0,1,0,0,0,56,34
107,1,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,5,4.130 ,4.55,0,0,0,0,0,0,1,0,0,0,56,26
107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.000 ,4,4.427 ,4.55,0,0,0,0,0,0,1,0,0,0,56,26
107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.000 ,4,3.299 ,4.55,0,0,0,0,0,0,1,0,0,0,56,26
107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.000 ,5,4.537 ,4.55,0,0,0,0,0,0,1,0,0,0,56,26
107,1,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,5,4.573 ,4.55,0,0,0,0,0,0,1,0,0,0,56,34
1556,0,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,9.134 ,4.55,0,0,0,0,0,0,0,0,1,0,56,39
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.000 ,4,262.314 ,6.35,0,0,0,0,0,0,0,0,1,0,56,39
1556,0,97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.000 ,4,273.980 ,6.35,0,0,0,0,0,0,0,0,1,0,56,39
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.000 ,7,115.076 ,6.55,0,0,0,0,0,0,0,0,1,0,56,39
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.000 ,4,143.579 ,6.55,0,0,0,0,0,0,0,0,1,0,56,32
1556,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.500 ,5,8.830 ,5.54,0,0,0,0,0,0,0,0,1,0,56,76
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.000 ,2,5.736 ,4.55,0,0,0,0,0,0,0,0,1,0,56,68
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.000 ,2,31.880 ,6.55,0,0,0,0,0,0,0,0,1,0,56,31
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.000 ,14,723.491 ,7.92,0,0,0,0,0,0,0,0,1,0,56,46
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.000 ,11,488.010 ,7.92,0,0,0,0,0,0,0,0,1,0,56,53
184,1,21,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,6.703 ,2.5,0,0,0,0,1,0,0,0,0,0,56,34
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,1,112.807 ,4.5,0,0,0,0,1,0,0,0,0,0,56,21
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1.252 ,2.5,0,0,0,0,0,0,0,0,0,1,56,35
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6,19.395 ,2.5,0,0,0,0,0,0,0,0,0,1,56,31
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,11,36.770 ,2.5,0,0,0,0,0,0,0,0,0,1,56,42
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2.156 ,2.5,0,0,0,0,1,0,0,0,0,0,56,34
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2.156 ,2.5,0,0,0,0,1,0,0,0,0,0,56,34
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2.156 ,2.5,0,0,0,0,0,0,0,0,0,1,56,40
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,13,42.762 ,2.5,0,0,0,0,0,0,0,0,0,1,56,45
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2.154 ,2.5,0,0,0,0,1,0,0,0,0,0,56,34
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2.154 ,2.5,0,0,0,0,1,0,0,0,0,0,56,34
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,5,20.930 ,2.5,0,0,0,0,0,0,0,0,0,1,56,34
