WIP,REV NO ,BOM_days,정상,준긴급,최소,LT부족,WO미발행,기타,설계(REV),설계문제,설계보류,자재문제,제작지연,품질문제,CN,CS,DSS,HSCS,LTCS,NA,SDSS,SS,TN,DIA,Joint 수,중량,두께,(주)성광테크,(주)해성기업,대림기업,부흥,삼성중공업(주)거제,삼성중공업_해)의장1부(내부용),삼성중공업_해)의장2부의장4과(내부용,성일SIM함안공장,칠서피앤에스,피앤엘,납품기준일-WO일,Process day(제작반출일-WO일)
2,1,153,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,8,30.785 ,11.13,0,0,0,0,0,0,0,0,1,0,86,210
2,3,155,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,5,131.867 ,8.56,0,0,0,0,0,0,0,0,1,0,86,210
3,1,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,6,9.456 ,8.74,0,0,0,0,0,0,0,0,1,0,115,130
5,1,121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,10,15.773 ,4.55,0,0,0,0,0,0,0,0,1,0,41,139
5,0,197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,5,19.864 ,5.54,0,0,0,0,0,0,0,0,1,0,41,179
10,3,157,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.000 ,5,70.235 ,6.02,0,0,0,0,0,0,0,0,1,0,41,169
10,2,67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,4,10.757 ,11.13,0,0,0,0,0,0,0,0,1,0,41,112
10,2,67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,4,10.757 ,11.13,0,0,0,0,0,0,0,0,1,0,41,119
11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.000 ,1,74.876 ,6.35,0,0,0,0,0,0,0,0,1,0,69,124
16,1,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,3,22.383 ,7.62,0,0,0,0,0,0,0,0,1,0,64,148
16,1,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,12,33.455 ,5.54,0,0,0,0,0,0,0,0,1,0,44,104
16,1,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,1,17.894 ,5.54,0,0,0,0,0,0,0,0,1,0,44,104
16,1,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,6,20.304 ,5.54,0,0,0,0,0,0,0,0,1,0,44,112
16,1,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,11,17.703 ,5.54,0,0,0,0,0,0,0,0,1,0,44,111
1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.000 ,6,734.992 ,7.92,1,0,0,0,0,0,0,0,0,0,109,140
2,1,214,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,4,49.564 ,7.11,0,0,0,0,0,0,0,1,0,0,48,131
17,2,137,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,6,22.689 ,5.54,0,0,0,0,0,0,0,0,1,0,98,174
2,3,146,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.500 ,5,16.809 ,10.15,0,0,0,0,0,0,0,1,0,0,46,192
23,3,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,8,28.518 ,5.54,0,0,0,0,0,0,0,0,1,0,91,133
23,2,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,9,17.713 ,11.13,0,0,0,0,0,0,0,0,1,0,81,158
2,2,125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,4,15.568 ,8.74,1,0,0,0,0,0,0,0,0,0,46,186
23,0,98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,2,26.030 ,5.54,0,0,0,0,0,0,0,0,1,0,43,96
23,0,98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,7,15.282 ,5.54,0,0,0,0,0,0,0,0,1,0,43,119
23,2,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,5,12.626 ,5.54,0,0,0,0,0,0,0,0,1,0,43,131
23,1,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,9,4.954 ,4.55,0,0,0,0,0,0,0,0,1,0,43,132
25,1,111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,8,44.952 ,11.13,0,0,0,0,0,0,0,0,1,0,52,130
25,3,124,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,4,21.361 ,5.54,0,0,0,0,0,0,0,0,1,0,45,160
28,1,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,2,19.572 ,8.74,0,0,0,0,0,0,0,0,1,0,45,165
28,1,113,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.000 ,5,35.489 ,6.02,0,0,0,0,0,0,0,0,1,0,45,99
28,1,113,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.000 ,5,48.653 ,6.02,0,0,0,0,0,0,0,0,1,0,45,99
35,3,135,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,4,55.674 ,7.62,0,0,0,0,0,0,0,0,1,0,43,93
35,1,114,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.000 ,0,92.220 ,7.62,0,0,0,0,0,0,0,0,1,0,43,99
35,1,114,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.000 ,5,22.782 ,4.55,0,0,0,0,0,0,0,0,1,0,43,99
35,1,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,0,76.850 ,7.62,0,0,0,0,0,0,0,0,1,0,43,97
4,1,104,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,11,69.821 ,11.13,1,0,0,0,0,0,0,0,0,0,50,111
35,2,107,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.500 ,8,12.253 ,5.54,0,0,0,0,0,0,0,0,1,0,43,153
35,1,109,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,9,16.951 ,5.54,0,0,0,0,0,0,0,0,1,0,43,146
4,3,83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,5,65.363 ,8.74,1,0,0,0,0,0,0,0,0,0,30,175
38,1,194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.000 ,4,664.581 ,28.58,0,0,0,0,0,0,0,0,1,0,62,98
38,3,134,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.000 ,16,257.521 ,7.8,0,0,0,0,0,0,0,0,1,0,74,149
38,3,140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.000 ,14,169.744 ,7.04,0,0,0,0,0,0,0,0,1,0,74,161
49,2,113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.000 ,5,164.332 ,4.19,0,0,0,0,0,0,0,0,1,0,58,194
1,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.000 ,4,15.067 ,5.54,0,0,0,0,0,0,1,0,0,0,58,96
49,1,59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,10,36.448 ,8.56,0,0,0,0,0,0,0,0,1,0,86,137
49,1,112,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,8,28.804 ,8.74,0,0,0,0,0,0,0,0,1,0,52,125
49,1,112,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,5,4.443 ,4.55,0,0,0,0,0,0,0,0,1,0,52,123
49,1,251,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.000 ,5,44.670 ,6.02,0,0,0,0,0,0,0,0,1,0,47,94
49,1,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.000 ,10,8.541 ,4.55,0,0,0,0,0,0,0,0,1,0,95,108
49,2,146,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,10,82.478 ,8.56,0,0,0,0,0,0,0,0,1,0,95,98
49,1,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,5,11.112 ,4.55,0,0,0,0,0,0,0,0,1,0,44,125
49,3,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,3,17.877 ,5.54,0,0,0,0,0,0,0,0,1,0,44,109
49,2,83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.000 ,8,30.130 ,9.09,0,0,0,0,0,0,0,0,1,0,100,121
5,1,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.000 ,6,16.046 ,9.09,1,0,0,0,0,0,0,0,0,0,100,172
49,1,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,4,21.764 ,5.54,0,0,0,0,0,0,0,0,1,0,100,160
54,1,130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,3,53.657 ,8.56,0,0,0,0,0,0,0,0,1,0,50,112
54,1,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,12,31.747 ,7.62,0,0,0,0,0,0,0,0,1,0,74,108
54,1,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,12,31.705 ,7.62,0,0,0,0,0,0,0,0,1,0,74,108
54,2,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,6,22.642 ,7.62,0,0,0,0,0,0,0,0,1,0,74,136
6,1,241,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,5,26.610 ,11.13,1,0,0,0,0,0,0,0,0,0,45,129
5,1,241,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,6,34.708 ,11.13,0,0,0,0,0,0,0,1,0,0,45,130
54,1,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,4,45.139 ,5.54,0,0,0,0,0,0,0,0,1,0,45,142
5,1,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,8,29.587 ,8.56,0,0,0,0,0,0,0,1,0,0,44,114
5,1,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,8,16.056 ,8.74,0,0,0,0,0,0,0,1,0,0,44,114
1,0,202,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,2,619.734 ,9,0,0,0,0,1,0,0,0,0,0,34,93
55,3,109,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,3,9.868 ,8.74,0,0,0,0,0,0,0,0,1,0,43,127
7,1,72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.000 ,7,14.553 ,6.35,1,0,0,0,0,0,0,0,0,0,55,103
8,0,153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20.000 ,2,640.726 ,15.09,0,0,0,0,0,0,0,1,0,0,50,125
63,1,126,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.000 ,7,16.946 ,5.54,0,0,0,0,0,0,0,0,1,0,50,90
63,2,188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18.000 ,4,444.190 ,4.78,0,0,0,0,0,0,0,0,1,0,56,153
8,1,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,5,19.629 ,11.13,0,0,0,0,0,0,0,1,0,0,43,114
63,2,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,7,26.788 ,11.13,0,0,0,0,0,0,0,0,1,0,43,166
63,3,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.000 ,6,50.916 ,6.35,0,0,0,0,0,0,0,0,1,0,43,149
63,1,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.000 ,7,437.105 ,8.38,0,0,0,0,0,0,0,0,1,0,43,90
8,1,163,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.000 ,10,24.235 ,8.74,0,0,0,0,0,0,0,1,0,0,51,154
63,1,43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,6,14.548 ,5.54,0,0,0,0,0,0,0,0,1,0,51,129
63,2,101,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,6,31.137 ,5.54,0,0,0,0,0,0,0,0,1,0,48,129
63,1,97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.000 ,3,26.973 ,5.54,0,0,0,0,0,0,0,0,1,0,48,91
72,1,106,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.000 ,22,120.231 ,8.56,0,0,0,0,0,0,0,0,1,0,39,125
1,3,237,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,6.643 ,2.5,0,0,0,0,0,0,0,0,0,1,46,149
8,1,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,9,39.465 ,7.62,1,0,0,0,0,0,0,0,0,0,46,103
72,2,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,2,35.572 ,7.62,0,0,0,0,0,0,0,0,1,0,46,105
72,2,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.000 ,8,370.306 ,4.78,0,0,0,0,0,0,0,0,1,0,46,141
72,2,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.000 ,2,213.006 ,4.78,0,0,0,0,0,0,0,0,1,0,46,126
72,1,198,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.500 ,7,16.803 ,5.54,0,0,0,0,0,0,0,0,1,0,50,89
72,2,122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.500 ,6,8.892 ,5.54,0,0,0,0,0,0,0,0,1,0,50,106
72,2,122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.500 ,8,9.033 ,5.54,0,0,0,0,0,0,0,0,1,0,50,113
72,1,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.500 ,5,17.956 ,5.54,0,0,0,0,0,0,0,0,1,0,50,82
72,1,54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,3,16.990 ,5.54,0,0,0,0,0,0,0,0,1,0,50,89
3,1,188,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,7,47.914 ,4.5,0,0,0,0,0,0,0,0,0,1,53,101
3,0,188,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,4,75.992 ,3.5,0,0,0,0,0,0,0,0,0,1,54,89
75,2,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,7,14.446 ,5.54,0,0,0,0,0,0,0,0,1,0,45,144
9,1,88,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,8,35.753 ,8.56,0,0,0,0,0,0,0,1,0,0,48,117
75,2,140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,13,10.550 ,4.55,0,0,0,0,0,0,0,0,1,0,26,113
75,2,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.000 ,5,22.692 ,5.54,0,0,0,0,0,0,0,0,1,0,46,104
9,0,185,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,6,123.999 ,3.5,0,0,0,0,0,0,0,0,0,1,50,97
9,1,61,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5,21.841 ,3,0,0,0,0,0,0,0,0,0,1,85,150
85,1,158,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,4.566 ,4.55,0,0,0,0,0,0,0,0,1,0,44,108
85,1,115,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,5.185 ,4.55,0,0,0,0,0,0,0,0,1,0,44,112
85,1,115,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,4.778 ,4.55,0,0,0,0,0,0,0,0,1,0,44,112
85,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,5.381 ,4.55,0,0,0,0,0,0,0,0,1,0,85,112
85,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,4.778 ,4.55,0,0,0,0,0,0,0,0,1,0,85,112
85,2,140,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.000 ,4,618.099 ,30.96,0,0,0,0,0,0,0,0,1,0,51,112
4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.000 ,3,7.754 ,5.54,0,0,0,0,0,1,0,0,0,0,59,91
10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.750 ,3,2.432 ,7.82,0,0,0,0,0,0,0,1,0,0,62,86
85,2,146,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000 ,6,15.458 ,9.09,0,0,0,0,0,0,0,0,1,0,66,84
85,2,57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.000 ,7,20.772 ,9.09,0,0,0,0,0,0,0,0,1,0,62,109
4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,5,5.333 ,5.54,0,0,0,0,0,1,0,0,0,0,44,91
4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,1,10.599 ,5.54,0,0,0,0,0,1,0,0,0,0,44,91
85,1,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.750 ,3,4.780 ,5.56,0,0,0,0,0,0,0,0,1,0,44,77
9,0,16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,3,121.139 ,5.5,0,0,0,0,0,0,0,0,0,1,90,79
4,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.000 ,8,15.460 ,5.54,0,0,0,0,0,1,0,0,0,0,90,91
9,0,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,8.401 ,2.5,0,0,0,0,0,0,0,0,0,1,90,87
9,1,41,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5,16.425 ,3,0,0,0,0,0,0,0,0,0,1,90,105
9,1,41,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,25.545 ,3,0,0,0,0,0,0,0,0,0,1,90,120
85,1,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,3,9.787 ,5.54,0,0,0,0,0,0,0,0,1,0,90,112
13,0,195,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20.000 ,5,621.290 ,9.53,0,0,0,0,0,0,0,1,0,0,48,142
97,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,5.185 ,4.55,0,0,0,0,0,0,0,0,1,0,84,97
97,1,163,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,5.391 ,4.55,0,0,0,0,0,0,0,0,1,0,84,97
97,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,4.778 ,4.55,0,0,0,0,0,0,0,0,1,0,84,97
97,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.000 ,6,4.615 ,4.55,0,0,0,0,0,0,0,0,1,0,84,97
97,2,85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,10,89.333 ,7.11,0,0,0,0,0,0,0,0,1,0,61,111
13,1,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.000 ,5,62.584 ,7.11,0,0,0,0,0,0,0,1,0,0,36,118
10,3,111,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,5,494.310 ,9,0,0,0,0,0,0,0,0,0,1,44,86
97,1,58,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.000 ,6,104.495 ,6.35,0,0,0,0,0,0,0,0,1,0,84,134
97,1,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,5,16.448 ,5.54,0,0,0,0,0,0,0,0,1,0,44,83
97,0,101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.000 ,5,71.663 ,6.02,0,0,0,0,0,0,0,0,1,0,41,79
97,2,78,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.000 ,26,43.634 ,8.56,0,0,0,0,0,0,0,0,1,0,44,120
9,1,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.000 ,8,66.472 ,11.13,1,0,0,0,0,0,0,0,0,0,79,75
97,1,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.000 ,5,22.672 ,6.02,0,0,0,0,0,0,0,0,1,0,79,104
97,0,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.000 ,3,17.042 ,5.54,0,0,0,0,0,0,0,0,1,0,79,148
13,0,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.000 ,2,29.322 ,8.74,0,0,0,0,0,0,0,1,0,0,49,104
97,1,126,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.000 ,3,49.908 ,6.02,0,0,0,0,0,0,0,0,1,0,42,166
101,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.000 ,9,29.912 ,7.62,0,0,0,0,0,0,0,0,1,0,57,98
12,2,236,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,7,145.934 ,5.5,0,0,0,0,0,0,0,0,0,1,46,112
12,3,230,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,4.282 ,2.5,0,0,0,0,0,0,0,0,0,1,46,142
101,2,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.000 ,6,176.755 ,8.38,0,0,0,0,0,0,0,0,1,0,46,107
101,5,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.000 ,3,33.690 ,7.62,0,0,0,0,0,0,0,0,1,0,46,137
101,0,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.000 ,4,30.513 ,7.62,0,0,0,0,0,0,0,0,1,0,46,137
16,1,24,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,3,53.813 ,3.5,0,0,0,0,0,0,0,0,0,1,47,80
16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,19.541 ,3,0,0,0,0,0,0,0,0,0,1,82,84
16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,13,23.670 ,3,0,0,0,0,0,0,0,0,0,1,59,84
16,0,28,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,13,68.281 ,3.5,0,0,0,0,0,0,0,0,0,1,94,84
106,1,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.000 ,5,20.504 ,5.54,0,0,0,0,0,0,0,0,1,0,28,112
106,1,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000 ,4,9.672 ,9.09,0,0,0,0,0,0,0,0,1,0,52,105
106,2,125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.000 ,5,14.456 ,9.09,0,0,0,0,0,0,0,0,1,0,52,147
106,2,125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.000 ,4,7.563 ,9.09,0,0,0,0,0,0,0,0,1,0,52,134
106,0,125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.000 ,3,32.341 ,7.11,0,0,0,0,0,0,0,0,1,0,52,85
121,1,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10.000 ,5,675.185 ,28.58,0,0,0,0,0,0,0,0,1,0,51,122
121,1,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10.000 ,5,675.185 ,28.58,0,0,0,0,0,0,0,0,1,0,51,123
121,2,72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.000 ,5,819.408 ,25.4,0,0,0,0,0,0,0,0,1,0,51,120
121,2,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.000 ,3,762.846 ,25.4,0,0,0,0,0,0,0,0,1,0,51,85
121,1,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.000 ,10,26.709 ,11.13,0,0,0,0,0,0,0,0,1,0,84,82
121,1,72,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.000 ,10,29.783 ,11.13,0,0,0,0,0,0,0,0,1,0,38,82
