WIP,REV NO ,BOM_days,정상,준긴급,최소,LT부족,WO미발행,기타,설계(REV),설계문제,설계보류,자재문제,제작지연,품질문제,CN,CS,DSS,HSCS,LTCS,NA,SDSS,SS,TN,DIA,Joint 수,중량,두께,(주)성광테크,부흥,삼성중공업(주)거제,삼성중공업_해)의장1부(내부용),삼성중공업_해)의장2부의장4과(내부용,성일SIM함안공장,칠서피앤에스,피앤엘,납품기준일-WO일,Process day(입고일-WO일)
2590,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,14,6,0,0,0,0,0,0,1,0,21,31
1142,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,11,6,0,1,0,0,0,0,0,0,21,36
2590,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,8,6,0,0,0,0,0,0,1,0,21,37
2590,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,11,6,0,0,0,0,0,0,1,0,21,27
1142,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,11,6,0,1,0,0,0,0,0,0,21,36
1142,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,6,6,0,1,0,0,0,0,0,0,21,36
1142,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,21,6,0,1,0,0,0,0,0,0,21,36
1142,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,6,0,1,0,0,0,0,0,0,21,27
2590,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,6,0,0,0,0,0,0,1,0,21,31
1142,0,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,6,0,1,0,0,0,0,0,0,21,27
1266,0,119,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,451,7,0,0,0,0,0,1,0,0,21,55
1395,1,119,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,72,7,1,0,0,0,0,0,0,0,42,52
1266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,46,7,0,0,0,0,0,1,0,0,21,37
1266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,16,7,0,0,0,0,0,1,0,0,21,37
1266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,121,8,0,0,0,0,0,1,0,0,21,66
1395,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,121,8,1,0,0,0,0,0,0,0,21,38
1395,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,117,8,1,0,0,0,0,0,0,0,21,38
1266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,151,8,0,0,0,0,0,1,0,0,21,76
1266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4,152,8,0,0,0,0,0,1,0,0,21,99
1395,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,5,237,8,1,0,0,0,0,0,0,0,21,38
1266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,84,8,0,0,0,0,0,1,0,0,21,55
1395,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,87,8,1,0,0,0,0,0,0,0,21,38
1266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,90,8,0,0,0,0,0,1,0,0,21,55
1395,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,89,8,1,0,0,0,0,0,0,0,21,38
2590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,29,6,0,0,0,0,0,0,1,0,21,31
2590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,240,4,0,0,0,0,0,0,1,0,21,36
1142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,5,92,8,0,1,0,0,0,0,0,0,21,55
2590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,92,8,0,0,0,0,0,0,1,0,21,42
2590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,84,8,0,0,0,0,0,0,1,0,21,50
1142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,87,8,0,1,0,0,0,0,0,0,21,27
1142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,52,7,0,1,0,0,0,0,0,0,21,27
2590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,149,8,0,0,0,0,0,0,1,0,21,36
1142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,140,8,0,1,0,0,0,0,0,0,21,27
1266,0,150,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,2,129,7,0,0,0,0,0,1,0,0,42,62
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,3,0,0,1,0,0,0,0,0,21,43
1142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,6,5,0,1,0,0,0,0,0,0,21,43
2590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,5,0,0,0,0,0,0,1,0,21,43
1142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,5,0,1,0,0,0,0,0,0,21,43
2590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,5,0,0,0,0,0,0,1,0,21,43
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,71,6,0,0,1,0,0,0,0,0,21,30
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,7,3,0,0,1,0,0,0,0,0,21,30
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,8,3,0,0,1,0,0,0,0,0,21,30
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,6,3,0,0,1,0,0,0,0,0,21,30
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,5,3,0,0,1,0,0,0,0,0,21,30
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,19,3,0,0,1,0,0,0,0,0,21,23
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,51,6,0,0,1,0,0,0,0,0,21,30
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,99,6,0,0,1,0,0,0,0,0,21,30
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,7,106,6,0,0,1,0,0,0,0,0,21,30
2590,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,6,274,8,0,0,0,0,0,0,1,0,28,91
1395,1,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,206,25,1,0,0,0,0,0,0,0,28,38
1266,2,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,428,25,0,0,0,0,0,1,0,0,28,73
613,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,6,284,9,0,0,0,0,0,0,0,1,21,48
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,12,3,0,0,1,0,0,0,0,0,21,43
1266,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,84,9,0,0,0,0,0,1,0,0,28,77
1142,0,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,21,23
1142,0,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,6,0,1,0,0,0,0,0,0,28,36
1266,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,30,13,0,0,0,0,0,1,0,0,30,58
1142,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,22,6,0,1,0,0,0,0,0,0,30,36
1142,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,14,6,0,1,0,0,0,0,0,0,30,52
2590,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,18,6,0,0,0,0,0,0,1,0,30,36
2590,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,23,6,0,0,0,0,0,0,1,0,30,36
1266,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,36,11,0,0,0,0,0,1,0,0,23,78
2590,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,1,936,28,0,0,0,0,0,0,1,0,23,57
2590,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,1,936,28,0,0,0,0,0,0,1,0,23,57
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,3,0,0,1,0,0,0,0,0,21,23
357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,12,3,0,0,1,0,0,0,0,0,21,23
1395,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,27,9,1,0,0,0,0,0,0,0,28,45
613,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,6,399,9,0,0,0,0,0,0,0,1,21,48
1142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,32,9,0,1,0,0,0,0,0,0,21,36
2590,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,8,6,0,0,0,0,0,0,1,0,21,36
2590,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,7,6,0,0,0,0,0,0,1,0,21,36
2590,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,10,6,0,0,0,0,0,0,1,0,21,36
613,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,4,71,4,0,0,0,0,0,0,0,1,51,28
357,2,43,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,16,3,0,0,1,0,0,0,0,0,21,23
613,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,22,3,0,0,0,0,0,0,0,1,21,48
1395,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,18,9,1,0,0,0,0,0,0,0,21,52
1395,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,16,9,1,0,0,0,0,0,0,0,21,52
1266,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,22,9,0,0,0,0,0,1,0,0,21,71
1395,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,54,9,1,0,0,0,0,0,0,0,21,45
1395,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,22,9,1,0,0,0,0,0,0,0,21,44
1266,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,28,9,0,0,0,0,0,1,0,0,21,55
1266,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,19,9,0,0,0,0,0,1,0,0,21,55
2590,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,35,6,0,0,0,0,0,0,1,0,21,31
649,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,6,15,3,0,0,0,0,0,0,0,1,29,58
1181,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,7,71,4,0,1,0,0,0,0,0,0,29,70
649,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,13,3,0,0,0,0,0,0,0,1,29,47
2800,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,25,6,0,0,0,0,0,0,1,0,29,36
2800,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,21,6,0,0,0,0,0,0,1,0,29,43
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,6,0,0,0,0,0,0,1,0,29,35
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,6,0,0,0,0,0,0,1,0,29,35
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,6,0,0,0,0,0,0,1,0,29,35
1181,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,9,3,0,1,0,0,0,0,0,0,42,47
1421,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,59,8,1,0,0,0,0,0,0,0,42,47
2800,0,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,46,6,0,0,0,0,0,0,1,0,29,43
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,13,6,0,0,0,0,0,0,1,0,42,41
520,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,16,6,0,0,0,0,1,0,0,0,42,56
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,8,6,0,0,0,0,0,0,1,0,42,35
2800,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,8,6,0,0,0,0,0,0,1,0,42,41
520,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,4,7,6,0,0,0,0,1,0,0,0,42,65
2800,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,37,6,0,0,0,0,0,0,1,0,42,43
520,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,23,6,0,0,0,0,1,0,0,0,42,55
520,0,77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,15,6,0,0,0,0,1,0,0,0,21,56
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,17,6,0,0,0,0,0,0,1,0,42,43
2800,0,77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,22,6,0,0,0,0,0,0,1,0,21,30
2800,0,112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6,5,0,0,0,0,0,0,1,0,21,30
2800,0,112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,5,0,0,0,0,0,0,1,0,21,30
2800,0,112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,5,0,0,0,0,0,0,1,0,21,30
2800,0,112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,8,5,0,0,0,0,0,0,1,0,21,30
649,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6,22,3,0,0,0,0,0,0,0,1,42,47
649,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,11,85,4,0,0,0,0,0,0,0,1,42,45
1181,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,18,4,0,1,0,0,0,0,0,0,42,70
1292,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,67,8,0,0,0,0,0,1,0,0,42,83
1421,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,3,127,8,1,0,0,0,0,0,0,0,42,47
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,16,6,0,0,0,0,0,0,1,0,42,43
520,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,16,6,0,0,0,0,1,0,0,0,42,44
2800,0,124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,13,69,8,0,0,0,0,0,0,1,0,44,35
520,0,124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,23,6,0,0,0,0,1,0,0,0,44,44
520,0,124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6,12,6,0,0,0,0,1,0,0,0,44,44
1181,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,8,3,0,1,0,0,0,0,0,0,42,22
1181,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,8,3,0,1,0,0,0,0,0,0,42,22
649,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,13,6,3,0,0,0,0,0,0,0,1,42,47
520,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,33,6,0,0,0,0,1,0,0,0,42,56
520,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,23,6,0,0,0,0,1,0,0,0,42,56
520,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,27,6,0,0,0,0,1,0,0,0,42,47
520,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,17,6,0,0,0,0,1,0,0,0,42,44
520,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,16,6,0,0,0,0,1,0,0,0,42,44
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,6,0,0,0,0,0,0,1,0,42,41
2800,0,122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,31,6,0,0,0,0,0,0,1,0,21,30
2800,0,122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,30,6,0,0,0,0,0,0,1,0,21,43
2800,0,122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,20,6,0,0,0,0,0,0,1,0,21,36
520,0,146,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,24,6,0,0,0,0,1,0,0,0,21,44
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,42,6,0,0,0,0,0,0,1,0,42,30
2800,0,146,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,9,6,0,0,0,0,0,0,1,0,21,30
2800,0,122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,27,6,0,0,0,0,0,0,1,0,21,30
520,0,146,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,17,6,0,0,0,0,1,0,0,0,21,56
1292,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,4,171,8,0,0,0,0,0,1,0,0,36,75
520,0,216,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,8,18,6,0,0,0,0,1,0,0,0,36,56
2800,0,73,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,29,7,0,0,0,0,0,0,1,0,21,40
520,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,12,6,0,0,0,0,1,0,0,0,36,56
520,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,31,6,0,0,0,0,1,0,0,0,36,56
520,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,12,6,0,0,0,0,1,0,0,0,36,56
520,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,27,6,0,0,0,0,1,0,0,0,36,56
2800,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,25,6,0,0,0,0,0,0,1,0,36,35
2800,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,43,6,0,0,0,0,0,0,1,0,36,30
2800,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,43,6,0,0,0,0,0,0,1,0,36,35
2800,0,95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,62,8,0,0,0,0,0,0,1,0,21,40
2800,0,154,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,41,6,0,0,0,0,0,0,1,0,36,43
2800,0,154,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,11,30,6,0,0,0,0,0,0,1,0,36,77
520,0,149,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,29,6,0,0,0,0,1,0,0,0,36,44
2800,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,127,14,0,0,0,0,0,0,1,0,21,63
1421,0,147,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,13,135,8,1,0,0,0,0,0,0,0,36,55
1292,0,147,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,16,191,8,0,0,0,0,0,1,0,0,36,70
520,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,30,6,0,0,0,0,1,0,0,0,36,44
649,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6,18,3,0,0,0,0,0,0,0,1,36,58
649,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,9,13,3,0,0,0,0,0,0,0,1,36,52
1421,0,143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,4,322,8,1,0,0,0,0,0,0,0,36,48
1421,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,7,152,9,1,0,0,0,0,0,0,0,21,44
1292,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,16,7,0,0,0,0,0,1,0,0,21,54
1292,0,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,5,134,10,0,0,0,0,0,1,0,0,21,68
1421,0,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,4,8,1,0,0,0,0,0,0,0,21,63
520,0,177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,9,17,6,0,0,0,0,1,0,0,0,36,44
2800,1,177,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,7,69,7,0,0,0,0,0,0,1,0,36,43
2800,0,143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,10,5,0,0,0,0,0,0,1,0,36,49
2800,0,143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,5,0,0,0,0,0,0,1,0,36,41
2800,0,143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,5,0,0,0,0,0,0,1,0,36,41
2800,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11,13,5,0,0,0,0,0,0,1,0,21,30
2800,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,46,6,0,0,0,0,0,0,1,0,21,30
520,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,24,6,0,0,0,0,1,0,0,0,21,44
2800,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,53,6,0,0,0,0,0,0,1,0,21,30
520,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,30,6,0,0,0,0,1,0,0,0,21,44
2800,0,143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,11,5,0,0,0,0,0,0,1,0,36,49
2800,0,143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,21,5,0,0,0,0,0,0,1,0,36,47
2800,0,143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,11,6,0,0,0,0,0,0,1,0,36,47
1181,0,22,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,2,40,4,0,1,0,0,0,0,0,0,27,47
520,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,25,6,0,0,0,0,1,0,0,0,27,56
2800,1,70,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,10,6,0,0,0,0,0,0,1,0,27,40
2800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,14,6,0,0,0,0,0,0,1,0,27,30
520,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,20,6,0,0,0,0,1,0,0,0,27,56
520,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,7,19,6,0,0,0,0,1,0,0,0,27,56
