WIP,REV NO ,BOM_days,정상,준긴급,최소,LT부족,WO미발행,기타,설계(REV),설계문제,설계보류,자재문제,제작지연,품질문제,CN,CS,DSS,HSCS,LTCS,NA,SDSS,SS,TN,DIA,Joint 수,중량,두께,(주)성광테크,부흥,삼성중공업(주)거제,삼성중공업_해)의장1부(내부용),삼성중공업_해)의장2부의장4과(내부용,성일SIM함안공장,칠서피앤에스,피앤엘,납품기준일-WO일,Process day(입고일-WO일)
1287,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,251,29,0,0,0,0,0,0,1,0,56,89
1287,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,171,20,0,0,0,0,0,0,1,0,56,62
165,0,219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,3,116,9,1,0,0,0,0,0,0,0,56,43
424,0,219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,4,189,11,0,0,0,0,0,1,0,0,56,78
424,0,219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,3,128,7,0,0,0,0,0,1,0,0,56,77
424,1,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,3,64,8,0,0,0,0,0,1,0,0,56,124
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,2,85,9,0,0,0,0,0,1,0,0,56,56
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,3,164,9,0,0,0,0,0,1,0,0,56,69
165,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,4,155,9,1,0,0,0,0,0,0,0,56,76
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,4,203,9,0,0,0,0,0,1,0,0,56,69
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,2,101,9,0,0,0,0,0,1,0,0,56,69
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,4,116,9,0,0,0,0,0,1,0,0,56,69
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,7,209,7,0,0,0,0,0,1,0,0,56,69
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,172,10,0,0,0,0,0,1,0,0,56,68
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,2,181,10,0,0,0,0,0,1,0,0,56,68
165,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,172,10,1,0,0,0,0,0,0,0,56,50
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,172,10,0,0,0,0,0,1,0,0,56,82
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,6,360,11,0,0,0,0,0,1,0,0,56,68
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,4,227,11,0,0,0,0,0,1,0,0,56,77
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,5,213,10,0,0,0,0,0,1,0,0,56,75
165,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,172,10,1,0,0,0,0,0,0,0,56,50
165,0,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16,13,224,8,1,0,0,0,0,0,0,0,56,86
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,174,8,0,0,0,0,0,1,0,0,56,77
424,0,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,4,174,8,0,0,0,0,0,1,0,0,56,68
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,4,213,22,0,0,0,0,0,1,0,0,56,111
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,2,168,22,0,0,0,0,0,1,0,0,56,96
424,1,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,14,254,22,0,0,0,0,0,1,0,0,56,180
424,1,182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,249,22,0,0,0,0,0,1,0,0,56,119
165,1,182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,165,22,1,0,0,0,0,0,0,0,56,160
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,2,166,22,0,0,0,0,0,1,0,0,56,96
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,6,334,22,0,0,0,0,0,1,0,0,56,135
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,4,71,7,0,0,0,0,0,1,0,0,56,75
424,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,3,76,8,0,0,0,0,0,1,0,0,56,69
165,0,182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,11,6,1,0,0,0,0,0,0,0,56,55
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,12,18,3,0,0,0,0,0,0,0,1,56,56
15,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,20,3,0,0,1,0,0,0,0,0,56,37
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,18,22,3,0,0,0,0,0,0,0,1,56,68
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,18,29,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,10,24,3,0,0,0,0,0,0,0,1,56,68
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,23,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,9,25,3,0,0,0,0,0,0,0,1,56,64
163,1,176,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,18,26,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,11,34,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,14,32,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,12,17,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,11,14,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,10,39,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,7,32,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,5,22,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6,16,3,0,0,0,0,0,0,0,1,56,68
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6,16,3,0,0,0,0,0,0,0,1,56,64
163,1,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,12,15,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,9,24,3,0,0,0,0,0,0,0,1,56,64
163,0,176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,7,27,3,0,0,0,0,0,0,0,1,56,64
1287,1,177,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,12,273,19,0,0,0,0,0,0,1,0,56,127
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,52,7,0,0,0,0,0,1,0,0,56,57
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,19,6,0,0,0,0,0,1,0,0,56,57
165,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,8,70,9,1,0,0,0,0,0,0,0,56,50
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,30,9,0,0,0,0,0,1,0,0,56,57
165,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,4,50,7,1,0,0,0,0,0,0,0,56,78
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,5,6,0,0,0,0,0,1,0,0,56,61
165,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,7,6,1,0,0,0,0,0,0,0,56,55
165,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,7,143,9,1,0,0,0,0,0,0,0,56,41
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,6,84,9,0,0,0,0,0,1,0,0,56,91
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,12,98,9,0,0,0,0,0,1,0,0,56,111
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,41,9,0,0,0,0,0,1,0,0,56,68
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,248,10,0,0,0,0,0,1,0,0,56,69
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,82,8,0,0,0,0,0,1,0,0,56,75
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,133,9,0,0,0,0,0,1,0,0,56,77
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,2,50,9,0,0,0,0,0,1,0,0,56,57
424,0,176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7,9,6,0,0,0,0,0,1,0,0,56,68
1287,0,177,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,9,91,6,0,0,0,0,0,0,1,0,56,79
165,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,10,81,8,1,0,0,0,0,0,0,0,35,63
163,0,34,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,23,3,0,0,0,0,0,0,0,1,35,68
163,0,111,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,95,4,0,0,0,0,0,0,0,1,20,63
165,1,171,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,6,103,8,1,0,0,0,0,0,0,0,42,61
424,1,171,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,6,103,8,0,0,0,0,0,1,0,0,42,69
424,1,171,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,6,103,8,0,0,0,0,0,1,0,0,42,70
424,0,132,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,1,157,9,0,0,0,0,0,1,0,0,42,70
424,0,139,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,103,8,0,0,0,0,0,1,0,0,20,69
424,0,139,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,302,8,0,0,0,0,0,1,0,0,20,69
424,0,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,380,9,0,0,0,0,0,1,0,0,20,70
165,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,48,9,1,0,0,0,0,0,0,0,20,55
424,0,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,40,9,0,0,0,0,0,1,0,0,20,77
165,0,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,40,9,1,0,0,0,0,0,0,0,20,64
424,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,102,9,0,0,0,0,0,1,0,0,20,44
424,0,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,159,7,0,0,0,0,0,1,0,0,20,75
424,0,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,145,7,0,0,0,0,0,1,0,0,20,75
1287,1,93,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,200,7,0,0,0,0,0,0,1,0,47,124
163,0,34,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,8,33,3,0,0,0,0,0,0,0,1,40,54
15,2,56,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,12,39,3,0,0,1,0,0,0,0,0,40,50
15,1,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,20,3,0,0,1,0,0,0,0,0,40,44
1287,0,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,62,7,0,0,0,0,0,0,1,0,20,43
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,67,7,0,0,0,0,0,0,1,0,20,43
1287,4,88,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,27,170,4,0,0,0,0,0,0,1,0,20,94
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,26,9,0,0,0,0,0,1,0,0,61,68
424,1,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,30,11,0,0,0,0,0,1,0,0,61,87
424,1,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,39,11,0,0,0,0,0,1,0,0,61,75
88,1,51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,44,6,0,1,0,0,0,0,0,0,61,75
424,1,63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,14,9,0,0,0,0,0,1,0,0,61,57
424,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,39,9,0,0,0,0,0,1,0,0,61,68
424,0,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,83,9,0,0,0,0,0,1,0,0,61,68
424,0,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,75,16,0,0,0,0,0,1,0,0,61,78
424,0,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,42,11,0,0,0,0,0,1,0,0,61,62
424,0,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,18,11,0,0,0,0,0,1,0,0,61,82
424,0,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,18,11,0,0,0,0,0,1,0,0,61,82
424,0,72,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,20,11,0,0,0,0,0,1,0,0,61,82
424,0,72,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,20,11,0,0,0,0,0,1,0,0,61,82
424,1,105,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,26,11,0,0,0,0,0,1,0,0,61,87
165,0,42,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,15,11,1,0,0,0,0,0,0,0,61,50
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,56,11,1,0,0,0,0,0,0,0,61,62
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,65,11,0,0,0,0,0,1,0,0,61,99
424,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,28,11,0,0,0,0,0,1,0,0,61,82
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,133,7,0,0,0,0,0,1,0,0,61,72
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,62,8,0,0,0,0,0,1,0,0,61,78
424,0,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,31,9,0,0,0,0,0,1,0,0,61,68
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,49,11,0,0,0,0,0,1,0,0,61,78
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,104,11,0,0,0,0,0,1,0,0,61,64
424,1,55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,3,71,7,0,0,0,0,0,1,0,0,61,57
424,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,37,7,0,0,0,0,0,1,0,0,61,57
424,1,57,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,83,7,0,0,0,0,0,1,0,0,61,56
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,92,7,0,0,0,0,0,1,0,0,61,57
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,161,7,0,0,0,0,0,0,1,0,61,62
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,69,4,0,0,0,0,0,0,1,0,61,43
1287,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,119,5,0,0,0,0,0,0,1,0,61,71
1287,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,78,5,0,0,0,0,0,0,1,0,61,61
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,3,128,5,0,0,0,0,0,0,1,0,61,51
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,18,11,1,0,0,0,0,0,0,0,61,50
424,1,91,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,35,11,0,0,0,0,0,1,0,0,61,86
424,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,165,7,0,0,0,0,0,1,0,0,61,64
424,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,177,7,0,0,0,0,0,1,0,0,61,64
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,51,7,0,0,0,0,0,1,0,0,61,64
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,53,13,0,0,0,0,0,1,0,0,61,75
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,82,11,0,0,0,0,0,1,0,0,61,86
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,59,11,1,0,0,0,0,0,0,0,61,65
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,40,11,0,0,0,0,0,1,0,0,61,78
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,81,11,0,0,0,0,0,1,0,0,61,78
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,49,11,1,0,0,0,0,0,0,0,61,65
165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,106,13,1,0,0,0,0,0,0,0,61,111
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,106,13,0,0,0,0,0,1,0,0,61,89
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,12,801,6,0,0,0,0,0,0,1,0,61,56
15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,16,3,0,0,1,0,0,0,0,0,40,36
1287,0,103,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,6,13,6,0,0,0,0,0,0,1,0,20,43
1287,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,59,7,0,0,0,0,0,0,1,0,48,43
15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,27,3,0,0,1,0,0,0,0,0,35,23
1287,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,2,62,7,0,0,0,0,0,0,1,0,35,57
1287,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,6,87,7,0,0,0,0,0,0,1,0,35,57
15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,37,3,0,0,1,0,0,0,0,0,42,36
88,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,27,8,0,1,0,0,0,0,0,0,42,70
88,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,28,8,0,1,0,0,0,0,0,0,42,75
1287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,11,6,0,0,0,0,0,0,1,0,42,51
15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,33,3,0,0,1,0,0,0,0,0,40,36
15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,31,3,0,0,1,0,0,0,0,0,40,36
15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,33,3,0,0,1,0,0,0,0,0,40,36
163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,9,32,3,0,0,0,0,0,0,0,1,48,37
1287,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7,7,5,0,0,0,0,0,0,1,0,48,41
163,1,47,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,10,34,3,0,0,0,0,0,0,0,1,48,37
163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,6,40,3,0,0,0,0,0,0,0,1,48,73
163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,7,97,5,0,0,0,0,0,0,0,1,48,63
1287,1,43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,33,6,0,0,0,0,0,0,1,0,20,42
163,1,28,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,6,28,3,0,0,0,0,0,0,0,1,50,79
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,10,3,0,0,0,0,0,0,0,1,56,62
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,26,3,0,0,1,0,0,0,0,0,56,41
184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,8,3,0,0,1,0,0,0,0,0,56,35
392,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,9,3,0,0,0,0,0,0,0,1,56,45
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,5,17,3,0,0,0,0,0,0,0,1,56,77
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7,2,3,0,0,0,0,0,0,0,1,56,52
392,0,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,11,41,4,0,0,0,0,0,0,0,1,56,77
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,1,56,40
392,2,14,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0,0,1,56,40
184,1,14,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,3,0,0,1,0,0,0,0,0,56,59
392,1,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,2,59,5,0,0,0,0,0,0,0,1,56,61
1556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,34,9,0,0,0,0,0,0,1,0,56,66
664,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,6,9,0,0,0,0,0,1,0,0,56,59
1556,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,6,9,0,0,0,0,0,0,1,0,56,63
392,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,6,9,1,0,0,0,0,0,0,0,56,66
664,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,6,9,0,0,0,0,0,1,0,0,56,59
664,1,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,5,259,10,0,0,0,0,0,1,0,0,56,91
392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,5,282,10,1,0,0,0,0,0,0,0,56,42
664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,5,282,10,0,0,0,0,0,1,0,0,56,91
